,AppID,Name,Release date,Required age,Price,DLC count,About the game,Supported languages,Windows,Mac,Linux,Positive,Negative,Score rank,Developers,Publishers,Categories,Genres,Tags
14,1454010,Diary of Lucie,"Nov 25, 2020",0,12.99,0,"Diary of Lucie is action-roguelite game made with RPG Maker. In addition to simply avoiding the enemy's barrage, strategically use the enemy's bullet to make the battle situation advantageous! In Roguelike mode, Lucie can get 2 types of weapons, 4 types of skills, and abilities with various special effects. Choose the best weapon for you! A bow with high utility from a distance, a sword with a quick melee combo ability, or a wand specializing in magic attacks may be good for you. Every skills has a place to use. Combine your skills as effectively as possible to create a playstyle that suits you. Features of the game -Hard Difficulty : Diary of Lucie is basically designed with Hard difficulty. At first, you will die soon, but you will see yourself and Lucie getting stronger and stronger. -Roguelite : Each time, skills, items, and enemies are all randomly generated. Strategically take care of what you need as quickly as possible. If you're lucky, you can even get a powerful weapon and start from the beginning. Of course you will die soon, but don't be disappointed As you die, your experience and Lucie's abilities will increase more and more! -Variety of play by weapon : Every weapon has its own special ability. Sometimes, depending on the enchantment, the performance may change completely. -Various skill combinations : Skills are acquired at random each time, but you can also choose strategically to farm. Combine various skills effectively. -Cute character motion : Enjoy smooth motion and various dot-graphic motions. -Hidden Story : Don't give up on the challenge! As you progress through Roguelike mode, the story between Lucie's past and the characters will naturally reveal little by little.","['English', 'Korean']",TRUE,FALSE,FALSE,100,5,,Parange Project,Parange Project,"Single-player,Partial Controller Support,Steam Cloud","Action,Adventure,Indie,RPG,Strategy,Early Access","Action Roguelike,Action,Rogue-lite,RPGMaker,Mystery,Fantasy,Rogue-like,Dungeon Crawler,2D,Pixel Graphics,Early Access,Strategy,Top-Down,Indie,Magic,RPG,Adventure,Top-Down Shooter,Procedural Generation,Singleplayer"
15,22670,Alien Breed 3: Descent,"Nov 17, 2010",0,9.99,0,"Alien Breed™ 3: Descent is the final explosive chapter in the Alien Breed™ series, and is a science fiction arcade-shooter with an epic story, swarms of highly intelligent alien enemies, high-impact weapons and stunning environments, developed using Epic Games' Unreal® Engine 3. Descend into hell and once again take control of the hero, Conrad, the ship’s Chief Engineer, in his last stand against the savage alien horde. While the doomed vessel, the Leopold, and the alien space craft plunge deeper into the planet’s atmosphere, with an icy ocean promising a watery grave, you have just hours to defy a grisly death and survive the alien onslaught for the final time. As you struggle deeper into the sinking alien ship, through the freezing waters flooding every corridor, the horrifying truth surrounding the existence of the Breed is finally uncovered… In addition to the thrilling conclusion to the single-player campaign and the relentless and competitive “Survivor” modes, the game offers action-packed, two-player online co-operative battle modes. Key Features Alien Breed™ 3: Descent - The stunning final chapter in the Alien Breed™ trilogy - an action-packed mix of arcade-shooter, survival-horror and tactical weapons upgrades and customisation. The final descent into hell! NEW - Set pieces – battle the breed through flooded levels and hull walk sections. NEW – Third-person action - take control of the hero, Conrad, in the new action-packed, third-person, sections. NEW – Fight the last stand armed with powerful new weaponry: The Project X is a ‘BFG’ that vaporizes everything it comes into contact with. The Electro-Link gun fires bolts of electricity and also sends chain lightning to damage nearby enemies. NEW – Survive new alien enemies – the ‘Electro-shocker’ and dramatic encounters with the final horrifying bosses. Epic single-player Story mode – The final chapter in the single-player campaign mode that concludes the thrilling narrative of the game through huge and challenging environments, including the new research lab level. Single-player Survivor mode – Resist endless waves of intense alien horde attacks in specifically designed arena environments. Single-player Free-play mode – A single-player challenge mode – beat your high score on a previously completed campaign mission. Two-player Co-operative play mode – Work together to defeat the alien horde across three specially customised assault maps for two players online. Two-player Co-operative Survivor mode – Join forces online and try to survive three specifically designed arena environments. Get competitive and challenge others online to beat your survivor abilities on the extensive Leader-boards. Additional Online features – Quick Match/Create Game/Friends Lists/Voice Chat/Leader-boards/Steam Achievements/Co-operative Achievements. Upgrades shop – Search fallen comrades and lockers to accumulate cash, and then tactically spend it on weapons/kit upgrades in the in-game shop. Playable demo/trial – A purpose-designed, action-packed free sample section of Alien Breed™ 3: Descent, called ‘The Prologue’, which also features a time-limited Survivor mode map.","['English', 'French', 'German', 'Italian', 'Japanese', 'Spanish - Spain']",TRUE,FALSE,FALSE,349,134,,Team17 Digital Ltd,Team17 Digital Ltd,"Single-player,Multi-player,Co-op,Steam Achievements,Partial Controller Support,Stats,Steam Leaderboards",Action,"Action,Shooter,Sci-fi,Aliens,Third Person,Isometric,Top-Down Shooter,Co-op,Twin Stick Shooter,Top-Down,Singleplayer,Horror,Arcade"
16,1330820,Hunting Unlimited 3,"Nov 6, 2020",0,9.99,0,"When it comes to hunting, there’s nothing more real! Travel throughout the United States, Canada and Zambia to lock your sights on the prey of a lifetime. Unique action-packed missions will get your quarry running and your heart pumping. Track the quarry of your choice: White-tailed Deer, Mule Deer, Pronghorn, Buffalo, Elk, Grizzly, Moose, Mountain Goat, Mountain Lion and Wild Boar. Travel the rough terrain on foot, horse and ATV to search out and bring home that prized trophy. Explore the rugged landscapes of Alberta, Canada, Arizona, Maine, Oregon, Tennessee. Take the hunt to the harsh Zambian landscape to track down Lions, Elephants and Kudu. Perfect your shot at the Target Range before the big hunt. Track your quarry in 50+ action-packed mission challenges or roam the landscape in Free Hunt mode. Experience your perfect shot from a bullet's view with the enhanced Bulletcam. Pick the perfect tools for each of your hunts, selecting from over 30 weapons and accessories. Design your ultimate hunt using Hunting Unlimited 3’s in-game Mission Editor, then trade with your huntin’ buddies via email.",['English'],TRUE,FALSE,FALSE,17,0,,SCS Software,Ziggurat,Single-player,"Action,Casual,Simulation,Sports","Simulation,Sports,Action,Hunting,Level Editor,3D,First-Person,Third Person,Casual,Inventory Management,Singleplayer"
17,346560,Hero of the Kingdom II,"Feb 20, 2015",0,7.99,0,"Sail to the farthest islands to save your sister and defeat pirates. You and your sister had finally found a safe haven in a small fishing village. But more troubles came soon after that. The threat of an unstoppable crew of pirates spread its shadow over the entire kingdom. Your beloved sister was kidnapped by the pirates and taken far away to lands unknown. You have no choice but to embark on a journey to save her. You must be brave. You will travel to the end of the world, helping people, fulfilling quests, learning valuable skills, and finding hundreds of useful items. Explore a beautiful country and sail to far islands. Help people and fulfill many interesting quests. Learn skills such as fishing, hunting and gathering. Find hundreds of useful hidden items. Reach up to 48 achievements.","['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Turkish', 'Czech', 'Portuguese - Brazil', 'Hungarian', 'Polish', 'Italian', 'Dutch', 'Ukrainian', 'Danish', 'Simplified Chinese']",TRUE,TRUE,TRUE,2046,120,,Lonely Troops,Lonely Troops,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet","Adventure,Casual,Indie,RPG","Adventure,Casual,Point & Click,RPG,Indie,Isometric,Singleplayer,Hidden Object,Pirates,Resource Management,Fantasy,Short,Medieval,Strategy,Story Rich,Colorful,Clicker"
18,1097880,Super Naughty Maid 2,"Jun 20, 2019",0,9.59,2,"Story Leona, your cute and lewd maid is back for more in Super Naughty Maid 2! With her services coming to an end, she wants to see how her beloved master has improved as she puts him to the test. Features Fully animated artwork brings Leona to life. Improved animation and quality that really shows off the realistic softness of each motion. Multiple scenes and positions to choose from as well as new variations from the previous game. Over 60 minutes of recorded voice. Listen to Leona's perverted thoughts with the lewd voice function. Optional English subtitles","['English', 'Traditional Chinese']",TRUE,FALSE,FALSE,0,0,,KENZsoft,Denpasoft,"Single-player,Steam Trading Cards","Casual,Indie",
19,1362670,KHIO,"Jul 24, 2020",0,9.99,0,"Explore and fight through the desolate frozen wilderness of KHIO and maybe you can piece together your forgotten past and that of the world itself. Gather resources to build tools and camps to stay warm and safe, but always be on guard, no raider will spare you even a moment in the heat of combat. In this winter wasteland, there is only one law, survival of the strongest. Discover different areas from a past civilization Solve puzzles to discover the true reason you were brought here Hunt and trap animals for food Gather resources to craft tools and weapons Stay warm and cook food by starting a fire Build a camp by constructing walls around your campfire Keep your loot secure by adding defenses around your camp Watch out for raider attacks Seek revenge by burning raider camps and stealing their loot Shootdown drones for better weaponry",['English'],TRUE,FALSE,FALSE,3,1,,Necavare,Necavare,Single-player,"Action,Adventure,Casual,Indie,Early Access","Early Access,Adventure,Exploration,Survival,Rogue-like,Action Roguelike,Pixel Graphics,Open World,Atmospheric,Mystery,Building,PvE,Perma Death,Procedural Generation,Action,Singleplayer,Hunting,Crafting,Puzzle,Third Person"
20,290870,Steam Squad,"Jul 28, 2016",0,17.99,1,"Steam Squad - tactical wargame, where gameplay takes place at the alternative universe with steampunk details during the times of the Great War amongst colorful anime like settings as if drawn by Miyazaki himself. Game is posing a question what if? What if Tianxian Empire was able to colonize Siberia before Russia did and later had started war to extend its ownership over the rest of Europe and America? Players acting for the 3 of the world superpowers - Britain, Tianxia and the Holy Roman Empires have teams of up to 8 units equipped with guns and machinery of the times of WWI in order to complete 30 tactical missions. For instance, you can be asked to capture an area, defend a lodgement or a person, attempt to sabotage, etc. To succeed in the game, players must: Equip their teams according to the chosen strategy - select the right units, ammunition and armory for the mission; Read mission tactical maps; Lead units in the smart way and accurately - they are so easily killed and you have only few of them; Key Features Realisticity and complexity - actions in the game are driven by solid physic based combat mechanics and this is what it makes to be similar to the classics of table games - Warhammer, Infinity the Game; Possibility to use its own and take over enemy equipment - tanks, cannons and mortars; Possibility to equip units according to the tasks of the missions and your preferences; Original weaponry that is similar to the one used during the times of Great War; Battlecam with a depth of field effect and nice color correction, that gives an old film feeling; Beautiful settings as if drawn by Miyazaki himself; Nice little perks like - destroyable environment, interactive fauna and melee weapons; We sincerely want you to enjoy Steam Squad as we tried hard to make it interesting. Your support and feedback is vital for us as they help us to improve and make game even better.","['English', 'Russian', 'French', 'German']",TRUE,TRUE,TRUE,61,29,,Bretwalda Games,Bretwalda Games,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Cloud,Remote Play Together","Indie,Strategy","Strategy,Indie,Turn-Based,World War I,Steampunk,Alternate History,Turn-Based Tactics,Atmospheric,Wargame,Classic,Tactical"
21,575760,Project: R.E.B.O.O.T 2,"Jan 27, 2017",0,2.99,0,"Meet the continuation of the hardcore platformer Project: R.E.B.O.O.T! You have to play for the intelligent robot, created by the best scientists for the annual tournament 'Project: R.E.B.O.O.T'. The best minds from all the planets are programming their robots each year, which must pass 30 challenging levels, equipped with deadly traps and various obstacles. In the game you expect sea hardcore and fun, as well as new, unique locations and a variety of levels. Also do not forget that your main goal to reach the end and prove to everyone that you are the best!",['English'],TRUE,FALSE,FALSE,29,28,,Volens Nolens Games,Volens Nolens Games,"Single-player,Steam Trading Cards","Action,Adventure,Casual,Indie","Action,Adventure,Casual,Indie,Platformer,2D Platformer,2D,Psychological Horror,Linear,Singleplayer"
22,434030,Aerofly FS 2 Flight Simulator,"Nov 20, 2017",0,37.49,23,"Aerofly FS 2 lets you explore the world of flying in a quality never seen before. Fly a large selection of highly detailed aircraft or a helicopter with fully animated and interactive 3D cockpits. Aerofly FS 2 is a next generation flight simulator open for add-ons and sets a high value on realistic flight physics, highly detailed aircraft and a stunning, photo realistic scenery. World wide coverage of elevation data and aerial images is included with Aerofly FS 2. At the same time, Aerofly FS 2 features an intuitive user interface and requires virtually no training time. Take your seat in the cockpit and enjoy flying over the famous Golden Gate Bridge or visit Alcatraz Island. Learn the basics of flying at our flight school or jump right into the captain's seat and land the majestic 747 at one of the busiest airports of the world. FEATURES 22 aircraft included: - A320 - B737-500 - B747-400 - B777-300ER - C172, Baron 58 - EC135 and Robinson R22 Beta II helicopters - F-15, F-18, Aermacchi MB-339 - King Air C90 GTx, Learjet 45 - Extra 330, Pitts S-2B biplane, Bücker Jungmeister - Corsair F4U, P-38 Lightning, Sopwith Camel - ASG 29 and Swift S1 gliders - Dash-8 Q400 (available as free DLC) Highly detailed and interactive 3D cockpits Adjustable cockpit lighting at night time Realistic flight physics Interactive Flight school for learning the basics of flying High resolution aerial images and over 200 airports for the South West of the United States World wide elevation and aerial images Display terrain features like mountains, lakes and cities for easy VFR navigation Route editor for easy flight planning Adjustable time of day Adjustable wind, clouds, visibility, thermal activity and turbulence Replay system Different view modes Support for multiple joysticks, throttle units, rudder pedals and more TrackIR support Full Oculus Rift VR support and full Oculus Touch controller support HTC Vive VR support and full Vive Controller support Support for Saitek Multi Panel, Radio Panel, Switch Panel and Saitek TPM","['English', 'German', 'French']",TRUE,TRUE,TRUE,1490,408,,IPACS,IPACS,"Single-player,Partial Controller Support","Action,Indie,Racing,Simulation","Flight,Simulation,VR,Racing,Physics,Open World,Realistic,Education,Exploration,Jet,3D Vision,Relaxing,3D,Level Editor,America,Singleplayer,TrackIR,Early Access,Indie,Multiplayer"
23,810740,Turtle Lu,"Mar 22, 2018",0,2.99,0,"Turtle Lu Turtle Lu is an old-school Action-Adventure game, Explore immense 2D Zones. Day after day, Lu watched creepy little caterpillars crawl past his window. Everywhere. Like the pitter patter of birds on a tin roof, the squirming sensation of moles crawling under the floor. The days flew by, each like the one before, monotonous. Lu lay down with the sunset every night, and awoke to the cock-a-doodle doo of the rooster outside every morning. The months passed by, the spring rain, autumn sun, leaves of fall and nowsnow is falling on the roof. Lu curled up in his shell and fell into a long, deep sleep. Winter was as it always is, and soon the first rays of the sun broke through the dirty, cobwebbed window. 'It looks like it's time to wake up ' he thought, opening his heavy eyes. As he crept outside his house, he was in for a big surprise. The little caterpillars had grown into giant, dangerous Monsters! Huge, angry bees circled around his home, stingers ready towell, sting! Mad urchins darted from house to house, destroying everything in their paths with fearsome needles! 'This outrage must be stopped!' Lu exclaimed as he set out on his perilous journey FEATURES : - Beautiful, realistic graphics. - Various levels. - Pleasant sound effects and music.",['English'],TRUE,FALSE,FALSE,4,10,,Falco Software,,Single-player,"Action,Adventure,Casual,Indie","Action,Adventure,Indie,Casual,Platformer,Arcade,2D,Retro,Minimalist,Atmospheric,Singleplayer"
24,2073470,Kanjozoku Game レーサー,"Jul 16, 2022",0,5.99,0,"Kanjozoku Game レーサー : 90s Osaka Kanjo Illegal street racing. Feel like an street racer and drive on japanese autobahns. True 90s and 2000s JDM Cars to drive and tune. Engine Tuning: Internals, Turbochargers, ECU, Fuel, Intake, Exhaust, etc. Engine Swaps: 2JZ, RB26, VQ35, 4AGE, B16B, 13B, LS3, SR20, CA18, and much more! Body Tuning: Bumpers, Hoods, Fenders, Lights, etc. Suspension Tuning: Wheels, Rims, Tyres, Camber, Coilovers, Spacers etc. Load custom vinyls/liveries to the car. Online Races: Time Attack, Minimum Speed, Do not Crash, Avoid Traffic, etc. Online Car Meets and Hotspots. Drift with RWD and AWD cars. High Speed Police Chases. Rating system: Avoid traffic at high speeds, complete races, escape police chases, play online and PvP with someone else to gain more rating.",['English'],TRUE,FALSE,FALSE,392,57,,SGデベロッパー,SGデベロッパー,"Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Partial Controller Support","Massively Multiplayer,Racing,Simulation,Sports","Racing,Sports,Combat Racing,Driving,PvP,PvE,Automobile Sim,Arcade,3D,Third Person,Simulation,Open World,Anime,Realistic,Moddable,Atmospheric,Cinematic,1990's,Old School,Retro"
25,589250,PowersVR,"Oct 10, 2020",0,9.99,0,"PowersVR lets you be the caped crusader from comic books. Featuring a cast of colorful heroes, you'll get to test out their unique superpowers in Metropolis. Compete in challenges, unlock all superpowers, fight enemies and discover hidden collectibles. With more heroes and challenges yet to come! Metropolis City is a giant VR sandbox, filled with interesting locations and enemies to face. Follow the beams of light to discover new heroes with all new abilities, some beams will lead you to a challenge. Have the right hero? A section of the map becomes an isolated activity in which you compete for a high score! Secret collectibles are scattered in every nook and cranny, gathering them will unlock all sorts of artwork in the Gallery.",['English'],TRUE,FALSE,FALSE,37,22,,PseudoGames,PseudoGames,"Single-player,Steam Achievements","Action,Indie,Simulation","Action,Indie,Simulation,VR,Superhero,Early Access,Comic Book"
26,677880,Draw Your Game,"Aug 10, 2017",0,4.99,0,"“I wish I could make my own video game.” Who among us hasn't thought that at some point? Draw Your Game is a user-friendly application allowing anyone and everyone to create their own video game in a few quick steps: ▶ Draw your game's world on a piece of paper, using four different colors (black, blue, green and red). ▶ Use the 'Draw Your Game' app to take a picture of your drawing. ▶ Wait 10 seconds, while Draw Your Game transforms the drawing into a game. ▶ Play your game, with a character that you can control. ▶ Share your creation with other Draw Your Game users. Four different colors to create the world of your choosing: ▶ Black for stationary floors/ground; ▶ Blue for movable objects that the character can push around; ▶ Green for elements that the character will bounce off of; ▶ Red for objects that will destroy the character or the blue objects. Draw Your Game allows you to create an infinite number of worlds, either on the same sheet of paper or by adding new sheets, one after the other, to create a real story line. There are two available modes: ▶ “Create” mode, to create your own worlds; ▶ “Play” mode, to play in the worlds created by the community, either in “campaign” mode (worlds selected by our team), or in “catalogue” mode, where you can use search criteria to choose a world yourself. There are several ways to play the different worlds, at the creator's choice: ▶ “Escape”: the character must find a way off the paper to escape and win the game; ▶ “Destruction”: the character must push blue objects into red ones to destroy them. Our teams approve each new world before releasing it to the community, and a rating system is used to rank the top worlds against one another. [] ▶ Use fairly wide felt-tip pens. ▶ Choose vivid colors. ▶ Take pictures under good lighting.",['English'],TRUE,FALSE,FALSE,18,50,,Zero One,Zero One,"Single-player,Steam Achievements,Partial Controller Support",Casual,"Casual,Platformer,Hand-drawn"
27,1294780,Pathfinders: Memories,"Feb 16, 2021",0,2.99,0,"Pathfinders are eager to know more about human History. They have studied different civilizations of the past. With the support of the scientist Albert New, they travel through space and time, visiting these ancient people in person. Their objective is to collect relics from each civilization and create a museum of human memories. To achieve this, they will have to go through dangerous paths, facing obstacles, entrapments, and enemies. Your role is to memorize these obstacles and draw a safe path for them. Is your memory sharp enough to do that? Six different civilizations to visit, and three levels of difficulty. Checkpoints and flags can be used as markers to help you memorize the path. But you will earn a bonus if you don't use them. You can earn optional coins in each level by going through more complex paths.","['English', 'Italian', 'Portuguese - Brazil', 'Spanish - Latin America', 'Spanish - Spain', 'Portuguese']",TRUE,TRUE,FALSE,38,4,,Mens Sana Interactive,Mens Sana Interactive,"Single-player,Steam Achievements,Steam Leaderboards",Casual,"Puzzle-Platformer,Education,Historical,Time Travel,Puzzle,Point & Click,Family Friendly,Cute,2D,Relaxing,Casual,Cartoony,Colorful,Sci-fi,Space,Cartoon,Singleplayer,Indie,Early Access,Mod"
28,1342850,Bright Days in Quarantine,"Jul 18, 2020",0,1.99,0,"It is hard to adapt to such drastic changes to our daily lives in a world where most of us need to stay at home to help curb a virus pandemic. Keeping a house organized during quarantine can be difficult, especially when you have some remote work to do too. But don’t freak out. It's all about dividing the household chores between all family members.. When is time for one to work, is time for you to clean. But wait! In this all of a sudden hurricane of housework and remote work tasks, the only thing you can do is revisit old hobbies and find joy in the small things. Otherwise, you go insane! Let's find joy too in this frenetic shelter simulation game. All you have to do is to take great care of the house, doing all the scheduled household chores in a way that you still have some spare time. Through 10 phases with increasing levels of difficulty, sweep the floor, dust the furniture, put the trash away, do the laundry, and make sure the fridge is always full! But remember, after doing all the chores, you need to dedicate some time to the little joys available in your new routine BEFORE the clock strikes. If you don’t, you go insane, and it’s Game Over. It’s really hard to finish all the scheduled chores before the clock strikes. But between each cleared level, let’s find little pleasures in things that have passed unnoticed through your days before. And don't forget to join our Discord server to be up to date with the development of our games, meet the developers and have early access to screenshots, videos and demos of your future projects!","['English', 'Portuguese - Brazil']",TRUE,FALSE,FALSE,24,5,,Delta Arcade,Delta Arcade,"Single-player,Full controller support","Casual,Indie,Simulation,Strategy","Casual,Pixel Graphics,Funny,2D,Colorful,Cartoony,Family Friendly,Top-Down,Cute,Arcade,Time Management,Relaxing,Singleplayer,Emotional,Romance,Drama,Dynamic Narration,Resource Management,Perma Death,Simulation"
29,1177420,邻居大叔/UncleNeighbor:uncle Dating Simulator,"Jun 19, 2020",0,13.99,1,"Neighbor Uncle/UncleNeighbor: This is a love simulation game. You can play as a newcomer to the town starting a new life and date the 12 uncles The 18R-DLC has now been updated for 12 uncles.730+18R-CG About Uncle The Mysterious Man of the Forest: Albert Hanging redheaded man: Alex Baron, the elfish tinkerer. Cold President: Benson The careful and gentle doctor: Blair Mature Farm Uncle: Gene A somewhat vicious-looking athlete: Giles Annoying cops? : Kane Very enthusiastic florist staff: Marcos Exercise loving fitness instructor: Nick Lovely salesman: Quinn Somewhat shy teacher: Ron About the game 12 uncles can date. Simple game operation. There are seven main plots and three hidden plots for each uncle. Each uncle has a separate interactive mini-game. 300 plot illustrations. instagram：Libing_hua twiter:@LiBing_Hua","['Simplified Chinese', 'English', 'Portuguese - Brazil']",TRUE,TRUE,FALSE,0,0,,GameUncle,GameUncle,"Single-player,Steam Achievements","Adventure,Casual,Indie,RPG,Simulation",
30,793990,Dupio,"Mar 6, 2018",0,11.99,0,"«Dupio» — is a fast and challenging non-stop arcade, with minimalistic gameplay. You must play contemporaneously both hands. The game has two screens with purple main characters. The right character is controlled by the mouse.The left hero controlled by keyboard. Avoid red spikes and collect the green circles, survive as long as possible and break your own record. |CONTROL OF THE RIGHT HERO| ● Mouse |CONTROL OF THE LEFT HERO| ● [W] - Move Up ● [S] - Move Down ● [D] - Move Right ● [A] - Move Left produced by",['English'],TRUE,FALSE,FALSE,23,18,,NedoStudio,NedoStudio,"Single-player,Steam Achievements","Casual,Indie","Indie,Casual"
31,1727670,Home Office Tasker,"Sep 8, 2021",0,0.99,0,"You no longer need to go to special applications or use cluttered websites to track your plans, HO Tasker is always open on your desktop, you can bring it on top of all other applications, minimize and expand it in 1 click and never miss a task or deadline again. Programs like this exist for you not to forget about your plans, but what if you forget to look at your to-do list? We have a solution! HO Tasker launches together with the system and is displayed on top of all applications, no unnecessary actions! Turn your PC on and immediately see your goals for the near future. HO Tasker is the best option for your home office! Our app works without live internet connection, and it's easier to figure it out than finding your missing sock.","['English', 'Russian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Japanese', 'French']",TRUE,FALSE,FALSE,11,4,,lonch.me,lonch.me,,Utilities,"Utilities,Time Management,Time Manipulation,Software,Management"
32,955490,Terror In The Atomic Desert,"Mar 22, 2019",0,2.99,0,"It came from the 1950s! Terror straight out of the Atomic Age explodes onto your computer screen in this homage to 'So bad it's bad' creature flicks such as The Beast of Yucca Flats and Eegah . Your trip down Route 66 quickly turns into a nightmare as local tales of a deadly race of radioactive beast men turn out to be more fact than myth! Match wits with the evil Dr. Arcturis as you race to put a stop to his dastardly experiments. Will you have what it takes to stop Earth from falling into the fiendish clutches of the saucer men from outer space? The choice is yours in 'Terror of the Atomic Desert' . Solve puzzles, evade monsters and match wits with local characters as the choices you make will lead to one of many possible endings. Key Game Features: • First Person Adventure/Puzzle Gameplay • Explore Your Environment on Foot or by Car • Uncover Lore and Interact With Local Characters • A Plot Inspired by 1950s Monster Movies • The first game ever to be presented in TERRORAMAVISION!",['English'],TRUE,FALSE,FALSE,8,4,,TensionSplice,TensionSplice,"Single-player,Steam Achievements","Adventure,Indie","Adventure,Indie,Horror,Puzzle,First-Person,Satire,Driving,Comedy,Atmospheric,Walking Simulator,Exploration,Post-apocalyptic,Sci-fi,Parody,Funny,Story Rich,Local Multiplayer,Singleplayer"
33,552350,Unhappy Ever After,"Jan 20, 2017",0,0.99,2,"In the infinitesimal spaces between the pages of every book lies an unseen universe: smaller perhaps than ours but filled with all the wonders, and horrors, conceivable by the human mind' Enter into a land of dark fantasy with Sophia, an eighteenth-century librarian's apprentice to Queen Anne of England. Join her quest to find a way home and help her take revenge on the evil witch that tore her away from her lands. Discover a world filled with political intrigue as a power-hungry Emperor seeks to wrestle control of the Twelve Duchies by use of his magical Affinity Guards , and get caught up in a rebellion where Sophia's abilities will help decide the fate of the strange, monster-filled world into which she's been swept. Venture with her into steampunk, technomage lairs abandoned since the mythical 'Age of Words'. Share her descent into The Purple, a strange and disturbing underworld where everything lusts for flesh. Help her explore a dark forests under the curse of an Evil Blight and discover the reasons behind it. Help her make new friends in a dangerous world, and share in her first unlikely, romance. Aid her in her discovery of an ancient, magical curse that lies over the world, denying all it's inhabitants the ability to read. Take control of ancient magical texts that, as she discovers them, will allow her to develop abilities strong enough to challenge the Emperor's most powerful Affinity Guards , and perhaps even the terrible witch who is responsible for tearing her away from her home. About: ‘Unhappy Ever After’ is a dark, yet funny, RPG that takes traditional fairy tales and turns them on their heads. Along your journey you will meet familiar characters that you’ve know all your life and see them in new situations and within frameworks that you will make you both laugh and despair. Beyond its parody to the fantasy, ‘Unhappy Ever After’ also aims to parody the real, drawing on situations that are all too pervasive in our world, such as drug abuse, terrorism, and dirty politics. Death too is a prevalent theme and no character, no matter how well known, how famous, or how integral to the plot, is safe from its cold hand! Despite its beautiful graphics, wondrous music, and humorous interludes, ‘Unhappy Ever After’ is a game, in places, designed to shock and appal, and where your decisions, no matter how noble can lead to devastating ends. Features: * Explore a free-roam world where you decide who to help and who to leave to their own fate. * Meet characters from ancient stories and rhymes such as Hansel and Gretel,or Little Red Riding Hood. * A unique magic system where strengthening one ability weakens another. * An addictive drug system, complete with dealers and quests. * An adult-themed RPG with political coups, terrorism, drugs, murder, and revenge. * Beautiful lands to explore. * A coming of age story with meaningful character progression. * Team up with interesting and powerful companions each with their own story, conversations, and personalities! * A day and night system where characters go to bed and monsters come out at night. * 14 hour story-line with many extra side quests, plus another 2 hour free bonus DLC 'The Maze of Cefgellin' * Play on after the story's end, doing quests, and building up your character and base camp. * Controller support, Mouse and Keyboard - full keybinding.",['English'],TRUE,TRUE,TRUE,16,10,,Warped Tales,Warped Tales,"Single-player,Steam Trading Cards,Partial Controller Support","Adventure,Indie,RPG","Adventure,Indie,RPG,RPGMaker,Dark Fantasy,Fantasy,Magic,Dark Comedy"
34,42500,DogFighter,"Jun 14, 2010",0,0.99,0,"DogFighter is a fast paced, arcade aerial combat game with arena style gameplay values. Players can compete against up to 15 opponents in 4 multiplayer modes, or go solo in 7 single player game modes, using beefed up biplanes sporting over 20 different offensive and defensive weapons... Key features: Take to the skies against up to 15 players in classic online multiplayer game modes such as Deathmatch, Team Deathmatch and Capture the flag flag as well as the all new Wolf Pack Co-Op game mode. Use several advanced server options to enable variations on the normal game modes by including the likes of Insta-Gib, Turbo Mode and Black Death. 'Easy-to-fly' flight model with the controls you need to execute advanced manoeuvres such as Barrel Roll and Immelmann Turn. Beautifully created environments that are as much a player in the game as the people piloting the craft. With 8 unique craft and over 20 different weapons and defensive measures, DogFighter caters to all game play styles. Online leaderboards and friend tracking. Steam Cloud supported. Includes Steam Achievements. Updates so far: Joystick Support New Map: The Old Gods New Craft: Mongoose Added: Tutorial Mode Added Game Modes: Lone Wolf and Wolf Pack ... and that’s just the start. Since its launch, DogFighter has been updated on numerous occasions. As well as the usual bug fixes and polish we have introduced... Joystick Support Weapon and Control completely rebalanced A new map, new co-op game mode “Wolf Pack” and the new craft; The Mongoose. Configurable Xbox Controller Support Take to the skies and deal lead death to your enemy using a state-of-the-art flight model that gives players unprecedented command of DogFighter’s craft. Complete control of the craft, combined with easily executed advanced manoeuvres such as the Barrel Roll, give DogFighter players the tools they need to master the skies. With environments built to both slay and save you, the environments in DogFighter offer the player a more interactive experience than is usual for the genre. Players can enjoy piloting their craft down mining tunnels, through pyramids and active volcanoes, in environments designed to deliver a more varied, more interactive gaming experience. Fly low, fly fast!",['English'],TRUE,FALSE,FALSE,258,166,,Dark Water Studios Ltd,Instinct Software Ltd.,"Single-player,Multi-player,Co-op,Steam Achievements,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards","Action,Indie","Action,Indie,Flight,Arcade,Multiplayer,Singleplayer"
